"Cs2","cutoff.step","Power.min","SR.min","Case","n.stage1","n.stage2","n.total.trial","Ce1","Ce2","Power.min","SR.min"
0.95,2,0.9,0.7,4,16,37,143,0.9245909239196606,0.8166126061404083,0.9041,0.7435
0.9,2,0.9,0.7,1,15,30,195,0.9269637590928043,0.7436528540852152,0.9065,0.7082
0.9,2,0.9,0.7,2,15,30,150,0.9269637590928043,0.8331448654745471,0.9065,0.7369
0.9,2,0.9,0.7,3,19,35,178,0.9216819242753083,0.6621711642639639,0.9054,0.7705
0.9,2,0.9,0.7,4,19,35,143,0.9216819242753083,0.8061192533099064,0.9054,0.746
0.8,2,0.9,0.7,1,17,28,197,0.9269637590928043,0.6904779535106302,0.902,0.7618
0.8,2,0.9,0.7,2,17,28,152,0.9269637590928043,0.8269134972842314,0.902,0.7313
0.8,2,0.9,0.7,3,23,32,174,0.9052615546132449,0.6674614917722969,0.9055,0.7538
0.8,2,0.9,0.7,4,23,32,142,0.9052615546132449,0.7911183851021198,0.9055,0.7455
0.85,2,0.9,0.7,1,17,28,197,0.9269637590928043,0.6904779535106302,0.902,0.7618
0.85,2,0.9,0.7,2,17,28,152,0.9269637590928043,0.8269134972842314,0.902,0.7313
0.85,2,0.9,0.7,3,20,34,176,0.9140332143400837,0.6550958753429124,0.9035,0.7699
0.85,2,0.9,0.7,4,20,34,142,0.9140332143400837,0.797708749330865,0.9035,0.7438
